1 98.85
2 222.98
3 508.81
4 324.12
5 103.29
6 103.69
7 95.96
8 166.39
9 106.98
10 255.97
11 112.15
12 103.17
13 110.69
14 104.21
15 101.36
16 197.03
17 101.24
18 103.99
19 96.29
20 268.41
21 95.73
22 177.57
23 99.89
24 215.90
25 137.15
26 233.69
27 233.14
28 264.93
29 101.12
30 106.12
31 235.81
32 249.91
33 224.84
34 183.60
35 400.07
36 99.67
37 202.79
38 101.78
39 110.03
40 237.83
41 103.86
42 108.75
43 242.09
44 101.76
45 216.06
46 96.20
47 107.78
48 96.83
49 96.76
50 97.01
